name,claimed_status,rating,category,reivews,address,street_address,phone_no,website,email,timing,image_link,longitude,latitude,URL,search_key,price
エステティックTBC 戸塚モディ店,এই তালিকাটি ম্যানেজ করুন,৩.১,বিউটি পার্লার,৮,"জাপান, 〒244-0003 Kanagawa, Yokohama, Totsuka Ward, Totsukacho, 10 戸塚モディ3F
এখানে অবস্থিত: 戸塚モディ(まるい食遊館戸塚店)","CG2M+JR Yokohama, Kanagawa, জাপান",+81 45-869-5701,tbc.co.jp,,,https://lh5.googleusercontent.com/p/AF1QipNh-Q_89EPJ_0-pAj8Ez2BuEYIlPBXpXfG2WnDo=w408-h725-k-no,35.401569,139.534577,"https://www.google.com/maps/place/%E3%82%A8%E3%82%B9%E3%83%86%E3%83%86%E3%82%A3%E3%83%83%E3%82%AFTBC+%E6%88%B8%E5%A1%9A%E3%83%A2%E3%83%87%E3%82%A3%E5%BA%97/@35.401569,139.4645392,12z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185a84ebec6e17:0xec806fa8868fb48!8m2!3d35.401569!4d139.534577",Tokyo 神奈川 横浜 エステ USA,
ソニックフィット専門サロン リリーオン横浜店,,৫.০,বিউটি পার্লার,৪,"জাপান, 〒220-0005 Kanagawa, Yokohama, Nishi Ward, Minamisaiwai, 2 Chome−18−8 西澤ビル 7F","FJ78+G5 Yokohama, Kanagawa, জাপান",+81 45-620-7988,rillee-on.com,,,https://lh5.googleusercontent.com/p/AF1QipMy_BF7afb4skoJulvpADQMSd6Xhc601-2yYZU-=w408-h408-k-no,35.4637964,139.615387,"https://www.google.com/maps/place/%E3%82%BD%E3%83%8B%E3%83%83%E3%82%AF%E3%83%95%E3%82%A3%E3%83%83%E3%83%88%E5%B0%82%E9%96%80%E3%82%B5%E3%83%AD%E3%83%B3+%E3%83%AA%E3%83%AA%E3%83%BC%E3%82%AA%E3%83%B3%E6%A8%AA%E6%B5%9C%E5%BA%97/@35.4279154,139.5608811,12z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185deb5302a4e1:0x674c4e9f35e8f234!8m2!3d35.4637964!4d139.615387",Tokyo 神奈川 横浜 エステ USA,
POLA THE BEAUTY 横浜東口店,এই ব্যবসার দাবি করুন,৪.০,বিউটি পার্লার,১,"জাপান, 〒220-0011 Kanagawa, Yokohama, Nishi Ward, Takashima, 2 Chome−7−1 ファーストプレイス横浜
এখানে অবস্থিত: First Place Yokohama","FJ7F+25 Yokohama, Kanagawa, জাপান",+81 45-342-7917,pola.net,,,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,35.4625191,139.6229756,"https://www.google.com/maps/place/POLA+THE+BEAUTY+%E6%A8%AA%E6%B5%9C%E6%9D%B1%E5%8F%A3%E5%BA%97/@35.4279154,139.5608811,12z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185c6cc6a5b7bd:0x16e287d5d6050fa1!8m2!3d35.4625191!4d139.6229756",Tokyo 神奈川 横浜 エステ USA,
POLA THE BEAUTY 保土ヶ谷店,এই তালিকাটি ম্যানেজ করুন,৫.০,বিউটি পার্লার,২,"জাপান, 〒240-0013 Kanagawa, Yokohama, Hodogaya Ward, Katabiracho, 1 Chome−２１‐１ ライオンズマンション保土ケ谷ステーションプラザ １０４","CHWX+V4 Yokohama, Kanagawa, জাপান",+81 45-335-4134,beauty.hotpepper.jp,,,https://lh5.googleusercontent.com/p/AF1QipPofU-ldKBWVrtaw4PU-PUoXycOsvEOwUyaq-U=w408-h408-k-no,35.4472094,139.5978433,"https://www.google.com/maps/place/POLA+THE+BEAUTY+%E4%BF%9D%E5%9C%9F%E3%83%B6%E8%B0%B7%E5%BA%97/@35.4279154,139.5608811,12z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185b91be00d331:0x12b51d26bc6b2081!8m2!3d35.4472094!4d139.5978433",Tokyo 神奈川 横浜 エステ USA,
グレースフィオーレ横浜店,এই তালিকাটি ম্যানেজ করুন,৪.৮,বিউটি পার্লার,১৯,"জাপান, 〒220-0073 Kanagawa, Yokohama, Nishi Ward, Okano, 1 Chome−9−13 ポートガーディアンII 301号室","FJ78+2M Yokohama, Kanagawa, জাপান",+81 45-624-8188,grace-fiore.com,,,https://lh5.googleusercontent.com/p/AF1QipN1TKrt_5NhdlD46L6GRC3L2tdo04GoHQNlojd8=w408-h271-k-no,35.4626245,139.6166795,"https://www.google.com/maps/place/%E3%82%B0%E3%83%AC%E3%83%BC%E3%82%B9%E3%83%95%E3%82%A3%E3%82%AA%E3%83%BC%E3%83%AC%E6%A8%AA%E6%B5%9C%E5%BA%97/@35.4279154,139.5608811,12z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185d1b911cbe67:0xc08a73e7c8d2f20f!8m2!3d35.4626245!4d139.6166795",Tokyo 神奈川 横浜 エステ USA,
有限会社 横浜ヘルシー,,৩.৪,বিউটি পার্লার,৫,"জাপান, 〒241-0821 Kanagawa, Yokohama, Asahi Ward, Futamatagawa, 2 Chome−50-14 コプレ二俣川 9F","FG7M+F5 Yokohama, Kanagawa, জাপান",+81 120-434-870,e-br.co.jp,,,https://lh5.googleusercontent.com/p/AF1QipPbv0mQzcFRHRwesQrNgzmfHRjzBH6pMxTLG8qM=w408-h272-k-no,35.4636516,139.5329904,"https://www.google.com/maps/place/%E6%9C%89%E9%99%90%E4%BC%9A%E7%A4%BE+%E6%A8%AA%E6%B5%9C%E3%83%98%E3%83%AB%E3%82%B7%E3%83%BC/@35.4636516,139.4629526,12z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x601859dde46b8b67:0x86ba73c868fecbdb!8m2!3d35.4636516!4d139.5329904",Tokyo 神奈川 横浜 エステ USA,
クリニカルサロン シーズ・ラボ横浜,এই তালিকাটি ম্যানেজ করুন,২.৫,বিউটি পার্লার,২,"জাপান, 〒220-0011 Kanagawa, Yokohama, Nishi Ward, 19, 西区高島２丁目１９−１２ スカイビル 16F
এখানে অবস্থিত: Marui City Yokohama","FJ7G+V2 Yokohama, Kanagawa, জাপান",+81 800-222-4003,ci-z.com,,,https://lh5.googleusercontent.com/p/AF1QipNEjfUlEbUbOs7LV7rZekVQl-zsWS3qHKfrrDDC=w408-h272-k-no,35.4646746,139.6250125,"https://www.google.com/maps/place/%E3%82%AF%E3%83%AA%E3%83%8B%E3%82%AB%E3%83%AB%E3%82%B5%E3%83%AD%E3%83%B3+%E3%82%B7%E3%83%BC%E3%82%BA%E3%83%BB%E3%83%A9%E3%83%9C%E6%A8%AA%E6%B5%9C/@35.4279154,139.5608811,12z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185c135ebfd9c1:0xb354f0642ade7d1f!8m2!3d35.4646746!4d139.6250125",Tokyo 神奈川 横浜 エステ USA,
Dr.Body （ドクターボディ）横浜店,এই ব্যবসার দাবি করুন,,বিউটি পার্লার,িউটি পার্লা,"জাপান, 〒220-0011 Kanagawa, Yokohama, Nishi Ward, Takashima, 2 Chome−16−1 ルミネ横浜店 9F
এখানে অবস্থিত: LUMINE Yokohama","FJ8F+33 Yokohama, Kanagawa, জাপান",+81 45-461-3551,dr-body.jp,information@dr-body.jp,,https://lh5.googleusercontent.com/p/AF1QipP3fz7ngAWPb3WDErQgdiMYTxTyFQlONrBbae0g=w408-h240-k-no-pi-0-ya359.9-ro-0-fo100,35.4652241,139.6227365,"https://www.google.com/maps/place/Dr.Body+%EF%BC%88%E3%83%89%E3%82%AF%E3%82%BF%E3%83%BC%E3%83%9C%E3%83%87%E3%82%A3%EF%BC%89%E6%A8%AA%E6%B5%9C%E5%BA%97/@35.4279154,139.5608811,12z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185d896c15c031:0xbea3344b6da34df6!8m2!3d35.4652241!4d139.6227365",Tokyo 神奈川 横浜 エステ USA,
エピレ 横浜本店（西口駅前）,এই তালিকাটি ম্যানেজ করুন,৩.৭,চুল তোলার সেবা,৭,"Equinia Yokohama, 3f, 1 Chome-1-8 Kitasaiwai, Nishi Ward, Yokohama, Kanagawa 220-0004, জাপান","FJ9C+2H Yokohama, Kanagawa, জাপান",+81 120-268-480,epiler.jp,,,https://geo1.ggpht.com/cbk?panoid=5YlADsMMqicw10ZfNHvMlQ&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=186.07794&pitch=0&thumbfov=100,35.4676243,139.6213821,"https://www.google.com/maps/place/%E3%82%A8%E3%83%94%E3%83%AC+%E6%A8%AA%E6%B5%9C%E6%9C%AC%E5%BA%97%EF%BC%88%E8%A5%BF%E5%8F%A3%E9%A7%85%E5%89%8D%EF%BC%89/@35.4279154,139.5608811,12z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185c122b2a8f27:0x5fa574308c197595!8m2!3d35.4676243!4d139.6213821",Tokyo 神奈川 横浜 エステ USA,
美容整骨サロン 【スピード小顔】 横浜ビブレ店,এই তালিকাটি ম্যানেজ করুন,৪.০,বিউটি পার্লার,৫৯,"জাপান, 〒220-8577 Kanagawa, 横浜市西区 南幸２－１５－１３ 横浜ビブレ４F
এখানে অবস্থিত: Yokohama Vivre","FJ79+W5 Yokohama, Kanagawa, জাপান",+81 120-171-352,spk-japan.com,,,https://lh5.googleusercontent.com/p/AF1QipMu1gA_OFJLIF3XXSudAHR2cMNATLRCBn9IRtzB=w408-h408-k-no,35.464766,139.617999,"https://www.google.com/maps/place/%E7%BE%8E%E5%AE%B9%E6%95%B4%E9%AA%A8%E3%82%B5%E3%83%AD%E3%83%B3+%E3%80%90%E3%82%B9%E3%83%94%E3%83%BC%E3%83%89%E5%B0%8F%E9%A1%94%E3%80%91+%E6%A8%AA%E6%B5%9C%E3%83%93%E3%83%96%E3%83%AC%E5%BA%97/@35.4279154,139.5608811,12z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185c0dc6e327b3:0xb60bc99a1b620dd6!8m2!3d35.464766!4d139.617999",Tokyo 神奈川 横浜 エステ USA,
メンズエステ RERE(リリ)戸塚店,,৫.০,বিউটি পার্লার,১,"4808 Totsukacho, Totsuka Ward, Yokohama, Kanagawa 244-0003, জাপান","CG2H+FC Yokohama, Kanagawa, জাপান",+81 50-3537-3977,rere-group.com,,,https://geo3.ggpht.com/cbk?panoid=fG9Lw879gac9omJKiOI-Xg&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=112.54551&pitch=0&thumbfov=100,35.4012104,139.5285622,"https://www.google.com/maps/place/%E3%83%A1%E3%83%B3%E3%82%BA%E3%82%A8%E3%82%B9%E3%83%86+RERE(%E3%83%AA%E3%83%AA)%E6%88%B8%E5%A1%9A%E5%BA%97/@35.4012104,139.4585244,12z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185b1184a376e1:0x17396c398c63db5a!8m2!3d35.4012104!4d139.5285622",Tokyo 神奈川 横浜 エステ USA,
ポーラ エステ弘明寺店(チャーム),এই তালিকাটি ম্যানেজ করুন,৫.০,বিউটি পার্লার,১,"জাপান, 〒232-0055 Kanagawa, Yokohama, Minami Ward, Nakajimacho, 4−81 内田ビル","CJF2+QQ Yokohama, Kanagawa, জাপান",+81 45-713-2866,,,,,35.4244342,139.6019639,"https://www.google.com/maps/place/%E3%83%9D%E3%83%BC%E3%83%A9+%E3%82%A8%E3%82%B9%E3%83%86%E5%BC%98%E6%98%8E%E5%AF%BA%E5%BA%97(%E3%83%81%E3%83%A3%E3%83%BC%E3%83%A0)/@35.4279154,139.5608811,12z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185b6586e57fd1:0xad7f2b334e5f0fc8!8m2!3d35.4244342!4d139.6019639",Tokyo 神奈川 横浜 エステ USA,
POLA THE BEAUTY 二俣川店,এই ব্যবসার দাবি করুন,৩.৩,বিউটি পার্লার,৩,"2 Chome-86 Futamatagawa, Asahi Ward, Yokohama, Kanagawa 241-0821, জাপান","FG5M+6F Yokohama, Kanagawa, জাপান",+81 45-363-1955,,,,https://geo0.ggpht.com/cbk?panoid=6jCHYsl0RXRiWGuQ1wf7Gw&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=144.86327&pitch=0&thumbfov=100,35.4580158,139.5336554,"https://www.google.com/maps/place/POLA+THE+BEAUTY+%E4%BA%8C%E4%BF%A3%E5%B7%9D%E5%BA%97/@35.4279154,139.5608811,12z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x601859e472d5090b:0x19e8e4f3f045c53b!8m2!3d35.4580158!4d139.5336554",Tokyo 神奈川 横浜 エステ USA,
横浜マリアクリニック,,৪.০,চুল তোলার সেবা,২৪,"জাপান, 〒220-0011 Kanagawa, Yokohama, Nishi Ward, Takashima, 2 Chome−19−2 横浜神谷ビル 4F","FJ7F+GP Yokohama, Kanagawa, জাপান",+81 120-851-929,cecile-cl.com,,,https://lh5.googleusercontent.com/p/AF1QipNF7pTlGrJ8iWjZn1TnkE7yRZWK7jyJC6TpK_D0=w458-h240-k-no,35.4637639,139.6242546,"https://www.google.com/maps/place/%E6%A8%AA%E6%B5%9C%E3%83%9E%E3%83%AA%E3%82%A2%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF/@35.4279154,139.5608811,12z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185c0c38270ef7:0x3a7ef2a2ffe7946!8m2!3d35.4637639!4d139.6242546",Tokyo 神奈川 横浜 エステ USA,
SHISEIDO BEAUTY SALON,,৪.৫,চুল কাটার সেলুন,১৫,"জাপান, 〒220-8510 Kanagawa, Yokohama, Nishi Ward, Takashima, 2 Chome−18−1 そごう横浜4F
এখানে অবস্থিত: Sogo Yokohama","FJ8G+47 Yokohama, Kanagawa, জাপান",+81 45-465-2773,salon.shiseido.co.jp,,,https://lh5.googleusercontent.com/p/AF1QipMtmnkofTuLmqMhND0fC2-rYLVdK9DWveNHReHr=w408-h271-k-no,35.4652987,139.62572,"https://www.google.com/maps/place/SHISEIDO+BEAUTY+SALON/@35.4279154,139.5608811,12z/data=!3m1!5s0x60185c149c148939:0xf2c804903d75bad9!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185c149c9a6d67:0x3e7ac9da919ae528!8m2!3d35.4652987!4d139.62572",Tokyo 神奈川 横浜 エステ USA,
メンズエステ RERE(リリ)関内店,,,বিউটি পার্লার,িউটি পার্লা,"3 Chome-8-1 Chojamachi, Naka Ward, Yokohama, Kanagawa 231-0033, জাপান","CJQP+V2 Yokohama, Kanagawa, জাপান",+81 50-3537-3922,rere-group.com,,,https://geo3.ggpht.com/cbk?panoid=Xn99LO6F6LZVk9OVEFhOGA&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=258.60883&pitch=0&thumbfov=100,35.4397339,139.6351005,"https://www.google.com/maps/place/%E3%83%A1%E3%83%B3%E3%82%BA%E3%82%A8%E3%82%B9%E3%83%86+RERE(%E3%83%AA%E3%83%AA)%E9%96%A2%E5%86%85%E5%BA%97/@35.4279154,139.5608811,12z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185dfa0329d539:0x9e814ba9195e0037!8m2!3d35.4397339!4d139.6351005",Tokyo 神奈川 横浜 エステ USA,
ミサワ鍼灸整骨マッサージ院,,৪.৫,হাড় সেট করার স্থান,১৩,"জাপান, 〒222-0021 Kanagawa, Yokohama, Kohoku Ward, Shinoharakita, 1 Chome−2−31 1F","GJ5J+Q6 Yokohama, Kanagawa, জাপান",+81 120-891-330,misawa-massage.com,,,https://lh5.googleusercontent.com/p/AF1QipMR80eC_hLoefjxOgu_fx98jU3TwKt6dwFt52k-=w408-h283-k-no,35.5094272,139.6305495,"https://www.google.com/maps/place/%E3%83%9F%E3%82%B5%E3%83%AF%E9%8D%BC%E7%81%B8%E6%95%B4%E9%AA%A8%E3%83%9E%E3%83%83%E3%82%B5%E3%83%BC%E3%82%B8%E9%99%A2/@35.5094272,139.5605117,12z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185e94e4300b51:0x4c4f1b10956609d5!8m2!3d35.5094272!4d139.6305495",Tokyo 神奈川 横浜 エステ USA,
アジアンリラクゼーションヴィラ 横浜大通公園店,,৪.৭,সেইতাই,১০,"জাপান, 〒231-0058 Kanagawa, Yokohama, Naka Ward, Yayoicho, ４−42 セザール大通り公園 1Ｆ","CJQG+65 Yokohama, Kanagawa, জাপান",+81 45-308-7580,asian-relaxation-villa.com,"recruit_banner_top@2x.png, gallery_banner_top@2x.png, guide_banner_top@2x.jpg, cta_banner@2x.jpg, shop_banner_top@2x.png, staff_banner_top@2x.png",,https://lh5.googleusercontent.com/p/AF1QipMHA7rJz4blEPQ2qgvYComxYAHlvzmjUvJV-3CO=w428-h240-k-no,35.4380565,139.6254195,"https://www.google.com/maps/place/%E3%82%A2%E3%82%B8%E3%82%A2%E3%83%B3%E3%83%AA%E3%83%A9%E3%82%AF%E3%82%BC%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3%E3%83%B4%E3%82%A3%E3%83%A9+%E6%A8%AA%E6%B5%9C%E5%A4%A7%E9%80%9A%E5%85%AC%E5%9C%92%E5%BA%97/@35.4279154,139.5608811,12z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185d5c03a0cef3:0x9dec053659902bbd!8m2!3d35.4380565!4d139.6254195",Tokyo 神奈川 横浜 エステ USA,
POLA la blancheur de 元町,এই তালিকাটি ম্যানেজ করুন,৫.০,বিউটি পার্লার,১,"জাপান, 〒231-0861 Kanagawa, Yokohama, Naka Ward, Ishikawacho, 2 Chome−78‐10 102 ビーカーサ","CJPV+XM Yokohama, Kanagawa, জাপান",+81 45-663-4522,,,,,35.4374222,139.6441747,"https://www.google.com/maps/place/POLA+la+blancheur+de+%E5%85%83%E7%94%BA/@35.4279154,139.5608811,12z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60185ce1dcc7a12d:0xa4cc39f73c7ff678!8m2!3d35.4374222!4d139.6441747",Tokyo 神奈川 横浜 エステ USA,
SBS TOKYO 横浜店,এই তালিকাটি ম্যানেজ করুন,৩.৫,বিউটি পার্লার,৬,"জাপান, 〒220-0004 Kanagawa, Yokohama, Nishi Ward, Kitasaiwai, 1 Chome−1−8 エキニア横浜9F
এখানে অবস্থিত: エキニア横浜","FJ8C+XH Yokohama, Kanagawa, জাপান",+81 45-410-0788,sbstokyo.com,,,https://lh5.googleusercontent.com/p/AF1QipPUCkoj_sU5NLK8qA3-lHL8_B6qHArve-Jn9qjW=w408-h306-k-no,35.46741,139.621471,"https://www.google.com/maps/place/SBS+TOKYO+%E6%A8%AA%E6%B5%9C%E5%BA%97/@35.4804767,139.2791887,10z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW7npZ7lpYjlt50g5qiq5rWcIOOCqOOCueODhiBUb2t5byBKYXBhbg!3m4!1s0x60185c118e3710ff:0xd3b252e15b1f7508!8m2!3d35.46741!4d139.621471",Tokyo 神奈川 横浜 エステ USA,
エステティックＴＯＫＹＯ−ＢＤＣ横浜店,এই ব্যবসার দাবি করুন,,বিউটি পার্লার,িউটি পার্লা,"2 Chome-13-12 Takashima, Nishi Ward, Yokohama, Kanagawa 220-0011, জাপান","FJ7F+P5 Yokohama, Kanagawa, জাপান",+81 45-440-1882,,,,,35.464275,139.622995,"https://www.google.com/maps/place/%E3%82%A8%E3%82%B9%E3%83%86%E3%83%86%E3%82%A3%E3%83%83%E3%82%AF%EF%BC%B4%EF%BC%AF%EF%BC%AB%EF%BC%B9%EF%BC%AF%E2%88%92%EF%BC%A2%EF%BC%A4%EF%BC%A3%E6%A8%AA%E6%B5%9C%E5%BA%97/@35.4804767,139.2791887,10z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW7npZ7lpYjlt50g5qiq5rWcIOOCqOOCueODhiBUb2t5byBKYXBhbg!3m4!1s0x60185c133d659293:0x56a220bf15342e34!8m2!3d35.464275!4d139.622995",Tokyo 神奈川 横浜 エステ USA,
BONITA BONITO TOKYO,এই ব্যবসার দাবি করুন,৪.৫,বিউটি পার্লার,৬৮,"জাপান, 〒150-0021 Tokyo, Shibuya City, Ebisunishi, 2 Chome−11−6 ウエストハウス恵比寿 B101","JPX4+RW Shibuya City, Tokyo, জাপান",+81 3-6416-3933,ear-esthetique.co.jp,sample@bonitabonito.com,,https://lh5.googleusercontent.com/p/AF1QipNojoF2PPPeimkvLkrYG1-4sn5crKwn9e52HLjT=w408-h544-k-no,35.6495128,139.7073214,"https://www.google.com/maps/place/BONITA+BONITO+TOKYO/@35.6365189,139.5789594,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188b408ece1e4d:0xb5a637b495ededc0!8m2!3d35.6495128!4d139.7073214",Tokyo 神奈川 横浜 エステ USA,
"Shangri-La Hotel, Tokyo",এই তালিকাটি ম্যানেজ করুন,৪.৫,,"১,৯০২","জাপান, 〒100-8283 Tokyo, Chiyoda City, Marunouchi, 1 Chome−8−3 丸の内トラストタワ 本館
এখানে অবস্থিত: Marunouchi Trust Tower Main Bldg.","MQM9+2Q Chiyoda City, Tokyo, জাপান",+81 3-6739-7888,shangri-la.com,,,https://lh5.googleusercontent.com/p/AF1QipM1ERnMD2J6JJaGyboZFWpEDXg-8C4F9LSjFkT_=w408-h272-k-no,35.682566,139.769441,"https://www.google.com/maps/place/Shangri-La+Hotel,+Tokyo/@35.6365189,139.5789594,11z/data=!4m11!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m7!1s0x60188bfc26d5a92f:0x8f2f08461dda31f2!5m2!4m1!1i2!8m2!3d35.682566!4d139.769441",Tokyo 神奈川 横浜 エステ USA,"৪৮,৩৯৩৳"
Bless Tokyo ブレストウキョウ【六本木 麻布十番メンズエステ】,,,বিউটি পার্লার,িউটি পার্লা,"3 Chome-11-10 Roppongi, Minato City, Tokyo 106-0032, জাপান","MP7M+85 Minato City, Tokyo, জাপান",+81 90-7806-8118,blesstokyoroppongi.com,"core-js-bundle@3.2.1, requirejs-bolt@2.3.6, 8b4e078a51d04e0e9efdf470027f0ec1@sentry.wixpress.com, whatwg-fetch@3.0.0, blesstokyo.roppongi@gmail.com",,https://geo2.ggpht.com/cbk?panoid=MOLS7ApmGeaPlW6fJof0TQ&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=160.99068&pitch=0&thumbfov=100,35.6632761,139.7329363,"https://www.google.com/maps/place/Bless+Tokyo+%E3%83%96%E3%83%AC%E3%82%B9%E3%83%88%E3%82%A6%E3%82%AD%E3%83%A7%E3%82%A6%E3%80%90%E5%85%AD%E6%9C%AC%E6%9C%A8+%E9%BA%BB%E5%B8%83%E5%8D%81%E7%95%AA%E3%83%A1%E3%83%B3%E3%82%BA%E3%82%A8%E3%82%B9%E3%83%86%E3%80%91/@35.6365189,139.5789594,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188b693a9467c7:0x684ef3ded2c5576b!8m2!3d35.6632761!4d139.7329363",Tokyo 神奈川 横浜 エステ USA,
SBS TOKYO 大森店,এই তালিকাটি ম্যানেজ করুন,২.০,বিউটি পার্লার,৪,"জাপান, 〒140-0013 Tokyo, Shinagawa City, Minamioi, 6 Chome−16−10 第2下川ビル4F","HPRJ+74 Shinagawa City, Tokyo, জাপান",+81 120-001-811,sbstokyo.com,,,https://lh5.googleusercontent.com/p/AF1QipOS6ftnCaREb_9QwAgO6_p0UFYp7R3Bh9KEtjOD=w426-h240-k-no,35.5906339,139.7302677,"https://www.google.com/maps/place/SBS+TOKYO+%E5%A4%A7%E6%A3%AE%E5%BA%97/@35.6365189,139.5789594,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x6018602d108fa42d:0xd00e39a8bc0fe4a3!8m2!3d35.5906339!4d139.7302677",Tokyo 神奈川 横浜 エステ USA,
POLA THE BEAUTY Ginza,এই ব্যবসার দাবি করুন,৪.৬,বিউটি পার্লার,২৬,"1 Chome-7-7 Ginza, Chuo City, Tokyo 104-0061, জাপান","MQF9+M5 Chuo City, Tokyo, জাপান",+81 120-375-355,pola.co.jp,,,https://lh5.googleusercontent.com/p/AF1QipMqfA7VM_8F-FMWu1iaxW0x6zACE42kuruO4NP0=w408-h306-k-no,35.674223,139.7679735,"https://www.google.com/maps/place/POLA+THE+BEAUTY+Ginza/@35.6365189,139.5789594,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188be38a39fc47:0xd36320e37b9a0a3f!8m2!3d35.674223!4d139.7679735",Tokyo 神奈川 横浜 エステ USA,
エステティックTBC 有楽町駅前店,এই তালিকাটি ম্যানেজ করুন,২.৮,বিউটি পার্লার,৮,"জাপান, 〒100-0006 Tokyo, Chiyoda City, Yūrakuchō, 1 Chome−7−1 有楽町電気ビル南館B1F
এখানে অবস্থিত: Yurakucho Denki Building","MQF6+MG Chiyoda City, Tokyo, জাপান",+81 3-3201-2051,tbc.co.jp,,,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,35.6742315,139.7612812,"https://www.google.com/maps/place/%E3%82%A8%E3%82%B9%E3%83%86%E3%83%86%E3%82%A3%E3%83%83%E3%82%AFTBC+%E6%9C%89%E6%A5%BD%E7%94%BA%E9%A7%85%E5%89%8D%E5%BA%97/@35.6365189,139.5789594,11z/data=!4m8!1m2!2m1!1z56We5aWI5bedIOaoqua1nCDjgqjjgrnjg4YgVG9reW8gSmFwYW4!3m4!1s0x60188befdd4a35ed:0xf2fa81479bec147a!8m2!3d35.6742315!4d139.7612812",Tokyo 神奈川 横浜 エステ USA,
